,Rating,Comments,overall,negative,neutral,positive,compound
25,★★★★,"when it comes to magic, that Hugh Jackman sure can put on a huge act, man",4.0,0.0,0.739,0.261,0.5574
26,★★★★★,"is the biggest magic trick ever performed, and Christopher Nolan is the most brilliant magician the world has ever seen.",5.0,0.052,0.773,0.176,0.5984
27,★★★★½,Blink and you miss a detail.,4.5,0.286,0.714,0.0,-0.1531
28,★★★★,Directors love magic tricks. Me too.,4.0,0.155,0.412,0.433,0.5719
29,★★★★,the prestige 2006: *loud coughing*,4.0,0.0,1.0,0.0,0.0
30,★★★★½,"I swear, this film somehow keeps getting better and better every time I watch it!",4.5,0.069,0.578,0.352,0.7088
31,★★★★½,"oh, so that's what happened to prankvsprank",4.5,0.0,1.0,0.0,0.0
32,★★★★★,"My favorite Nolan film to date and that's a hard thing to say when he has titans like Interstellar, Inception, Memento and The Dark Knight under his belt.",5.0,0.045,0.777,0.178,0.6249
33,★★★★★,Hugh Jackman and Christian Bale are both amazing in their roles. Micheal Caine and Scarlett Johansson are also great in their supporting roles. Even David Bowie is great as Tesla.,5.0,0.0,0.636,0.364,0.9423
34,★★★★,Hugh Jackman and Christian Bale get into an extreme dick-measuring contest to find out who's the better magician!,4.0,0.0,0.842,0.158,0.4926
35,★★★,Pacific Design Center,3.0,0.0,1.0,0.0,0.0
36,★★★★★,"Twists made right, so many clues. Nolan's best movie so far.",5.0,0.0,0.704,0.296,0.6369
37,★★★★★,Undeniably the best Nolan film.,5.0,0.0,0.488,0.512,0.6369
38,★★★★★,ngl to you all i am very drunk but this is the greatest film of all time don't even try and deny it ffs... i love hugh jackman with all my heart... what a pure soul...,5.0,0.109,0.637,0.255,0.8642
39,★★★★★,"This is one of that rare movies that just improves each time you see it. Even when all the secrets are known, there is still immense pleasure in watching everything play out. Are you watching closely?",5.0,0.0,0.788,0.212,0.836
40,★★★★,the superior movie in which hugh jackman's character is frequently referred to as a showman,4.0,0.0,0.788,0.212,0.5423
41,★★★★,"A little overlong but also extremely satisfying once it gets to it - truly the first instance of Jackman being recognised as the one greatest showman, and some properly ballsy stuff on ***toxic masculinity***, narcissism, jealousy, sacrifice, power. Good!",4.0,0.055,0.602,0.343,0.9537
42,★★★½,"scarjo's english accent sounds like she learned it from those teens on tiktok who make ""it's chewsday innit"" videos",3.5,0.0,0.878,0.122,0.3612
43,★★★★★,"''Now you're looking for the secret. But you won't find it, because of course, you're not really looking. You don't really want to work it out. You want to be fooled.''",5.0,0.09,0.91,0.0,-0.221
44,★★★★½,https://t.co/2Nq1muJVqP,4.5,0.0,1.0,0.0,0.0
45,★★★★½,9/10,4.5,0.0,1.0,0.0,0.0
46,★★★★½,Fucking INSANE.,4.5,0.788,0.212,0.0,-0.5756
47,★★★★★,Vicky Cristina Tesla,5.0,0.0,1.0,0.0,0.0
48,★★★★½,Christopher Nolan Movie Rankings,4.5,0.0,1.0,0.0,0.0
49,★★★★,DID THIS PRANK WAR GO TOO FAR??!! *SHOCKING*,4.0,0.409,0.591,0.0,-0.7044
50,★★★★★,THIS is Nolan's best movie.,5.0,0.0,0.488,0.512,0.6369
51,★★★★½,Aaaaaaaaaaaaaaaaaaawaawaq,4.5,0.0,1.0,0.0,0.0
52,★★★★★,honestly i'm pretty sure every christopher nolan movie i've seen has left me with my jaw on the flaw and going 'OH MY GOD' even on rewatches,5.0,0.0,0.67,0.33,0.8842
53,★★★★½,life is very unpredictable i could never guess that yesterday was my last day hating magicians,4.5,0.191,0.809,0.0,-0.5106
54,★★★★★,Why didn't I watch this 6 years ago?,5.0,0.0,1.0,0.0,0.0
55,★★★★★,"Unlike a lot of the other films he's made this one actually got better this time around. So engaging, so duplicitous, genuinely such a masterful piece of work.",5.0,0.0,0.811,0.189,0.6801
56,★★★★,www.larsenonfilm.com/prestige-the,4.0,0.0,1.0,0.0,0.0
57,★★★★★,I recommend watching it multiple times.,5.0,0.0,0.615,0.385,0.3612
58,★★★★★,is a viscerally engaging piece of work that never stops challenging the audience. Truly an incredible masterpiece.,5.0,0.062,0.472,0.466,0.8555
59,★★★★★,edison & tesla are JUST LIKE angier & bordern woah,5.0,0.0,0.684,0.316,0.4995
60,★★★★,", that's for sure. Gullible and naive me saw absolutely nothing coming. And now that I think about it, I should have seen it coming.",4.0,0.178,0.734,0.089,-0.3182
61,★★★½,this is like cady vs regina george but magician edition,3.5,0.0,0.837,0.163,0.1901
62,★★★★★,this was a total headfuck of a film. so many well executed twists and turns throughout it. criminally underrated compared to his other films and was brilliantly done.,5.0,0.0,0.79,0.21,0.749
63,★★★★,revenge is a dish best served convoluted.,4.0,0.293,0.345,0.362,0.2023
64,★★★★½,"Dark, gripping, cleverly crafted, and delivering hard on twists and turns, The Prestige is one of the more underrated and overlooked efforts from acclaimed filmmaker Christopher Nolan, with great performances, a smart script, engrossing visuals, and a brooding, mystical atmosphere.",4.5,0.06,0.696,0.244,0.8568
65,★★★★½,Vote if you can,4.5,0.0,1.0,0.0,0.0
66,★★★★★,Also i NEED to see dunkirk at some point it's getting ridiculous,5.0,0.2,0.8,0.0,-0.3612
67,★★★★★,"The more I watch this movie, the more I increasingly love, appreciate and continue to be amazed by the amazing talents of Christopher Nolan.",5.0,0.0,0.494,0.506,0.9548
68,★★★★★,"BRAVO! This film is so great, complex and mind blowing. Not only is it entertaining, but I remember being so intrigued & blown away by the ever ending twists and turns this film took when saw this movie for the first time. Such a smart script.",5.0,0.0,0.818,0.182,0.8365
69,★★★★★,Nolan: TWO Christian Bales!,5.0,0.0,1.0,0.0,0.0
70,★★★★½,the REAL greatest showman,4.5,0.0,0.417,0.583,0.6369
71,★★★★½,rlly beginning to think that christopher nolan is becoming one of my favorite directors,4.5,0.0,0.812,0.188,0.4588
72,★★★★★,"This is Nolan's world, and we are just not marrying in it.",5.0,0.0,1.0,0.0,0.0
73,★★★★½,Wow. I'd like to issue a formal apology to myself for not watching this film sooner. Amazing!,4.5,0.0,0.509,0.491,0.8908
74,★★★★★,"An absolutely tight, enthralling story that remains a secret masterpiece of the 2000s. Bale and Jackman deliver some of the best performances in their entire repertoires, while the tale is absolutely fascinating, with the rival magicians both being sympathetic at points and reprehensible at others. Pfister's cinematography is gorgeous and Smith's editing allows the endeavor to have the punch it needs. The Prestige is Nolan's best film, using his trademark style to prove that the magic trick is worth nothing without conviction behind it. Still absolutely mesmerizing.",5.0,0.011,0.745,0.244,0.9783
75,★★★★½,films like this constantly remind me why i love cinema this much,4.5,0.0,0.573,0.427,0.7717
76,★★★★,I WAS NOT WATCHING CLOSE ENOUGH,4.0,0.0,1.0,0.0,0.0
77,★★★★★,There's not much I can say that hasn't already been said a million times tbh this film will always leave me speechless. Bale and Jackman were at the top of their game and the plot twist is undoubtedly one of the best ever man what a picture.,5.0,0.025,0.851,0.124,0.7003
78,★★★½,71/100,3.5,0.0,1.0,0.0,0.0
79,★★★★½,-Abracadabra nolan is genius haha,4.5,0.0,0.571,0.429,0.4588
80,★★★★,"At the end of the movie, I did not know what to believe anymore. What is real and what is not. Nolan is great. He reached his goal.",4.0,0.111,0.842,0.047,-0.4393
81,★★★★,Findley's smarter than me so she figured it out early,4.0,0.0,0.75,0.25,0.4588
82,★★★★½,P.S.: Third time is the charm.,4.5,0.0,0.649,0.351,0.4019
83,★★★★★,the greatest magic trick is this movie making my hair disappear that fast,5.0,0.179,0.578,0.243,0.4767
84,★★★★½,i like your funny words magic man,4.5,0.0,0.426,0.574,0.6597
85,★★★★★,"Oh what's this? Another masterpiece from Nolan? Not a surprise, to be honest.",5.0,0.098,0.485,0.418,0.7873
86,★★★★★,Easily one of my favorites of the 21st century.,5.0,0.0,0.574,0.426,0.6369
87,★★★★½,"The lesson here is to never watch any movies with my brother ever again he asks TOO MANY QUESTIONS like ""how did he do that?"" ""why did he do that?"" ""who's this?"" oh my god shut up you're not supposed to know yet stupid, eat some chips and relax damn",4.5,0.103,0.761,0.136,0.2359
88,★★★★★,A masterpiece from start to finish. One of Nolan's most underated but powerful films of all time. This is one of the most rewatchable films ever!,5.0,0.0,0.768,0.232,0.7868
89,★★★★★,Holy shit this movie gave me chills. I wish I could watch this for the first time again.,5.0,0.177,0.69,0.133,-0.2263
90,★★★★★,PLOT TWIST OF THE CENTURY,5.0,0.0,1.0,0.0,0.0
91,★★★★★,"The Prestige is a terrific film like a magic trick, you can't reveal how it's done. All the components of the film are well done. There is great tension between the two leading men: Alfred Borden (Christian Bale) and Robert Angier (Hugh Jackman), which is vital because it's essentially a revenge archetype narrative. There are some fun elements such as bringing in Nikola Tesla (David Bowie) and showers of discharging electricity. Photography is lovely, the color tones throughout are consistent and evocative of the period. Overall, it's an amazing film.",5.0,0.064,0.705,0.231,0.9584
92,★★★★,Bros before hoes.,4.0,0.0,1.0,0.0,0.0
93,★★★★,my review of this movie is that it whips ass,4.0,0.28,0.72,0.0,-0.5423
94,★★★★½,oh my god... g e n i u s,4.5,0.0,1.0,0.0,0.0
95,★★★★★,holy shit!!!! literally sat there with my mouth wide open during the last act WHEW christopher nolan you genius.. i need to watch this again to fully grasp everything. 2 hour whiplash and i love it,5.0,0.0,0.856,0.144,0.7482
96,★★★★★,"Magic as a metaphor for Filmmaking in the spoiler-centric modern era. Cinema is based on artful deception and illusion. But what if we all know the illusion is a fraud? The sequential nature of cinema forces audiences to read information along with the onscreen characters (The Prestige tells a story about liars should also lie to the audience. Is a magic trick itself). The real paradox (paradox of magic) is that much as the audience wants to know the secret, the secret ultimately will be disappointing.",5.0,0.173,0.827,0.0,-0.9313
97,★★★★★,"I think he would make a really good horror film. Would love to see it. If not that, perhaps a film on Tesla and Edison's rivalry from the science guy would be just as good, if not better than The Prestige.",5.0,0.128,0.66,0.212,0.6371
98,★★★★½,"Side note: I rented this movie and later, to my surprise, I searched it on YouTube and it was free right there. I felt like a real dummy guys ngl.",4.5,0.0,0.744,0.256,0.7845
99,★★★★,oh good lord I completely forgot about alcoholic overbite Hugh Jackman...,4.0,0.0,0.756,0.244,0.4404
100,★★★★★,Abracadabra indeed ...,5.0,0.0,1.0,0.0,0.0
101,★★★★★,How do you take something inherently magical and make magic out of it? Be a genius named Christopher Nolan.,5.0,0.0,1.0,0.0,0.0
102,★★★★,THAT ENDING.,4.0,0.0,1.0,0.0,0.0
103,★★★★½,It's a kind of magic,4.5,0.0,1.0,0.0,0.0
104,★★★★★,that's kinda gay lol,5.0,0.0,0.543,0.457,0.3657
105,★★★★★,Twinsies!,5.0,0.0,1.0,0.0,0.0
106,★★★★★,"This movie is somehow simultaneously an intricate Swiss watch and the Nolan movie most concerned with human emotions, which is impressive.",5.0,0.0,0.795,0.205,0.5994
107,★★★★,"Has a slow start, but it definitely picks up.",4.0,0.0,0.664,0.336,0.5499
108,★★★★★,"during a scene or two which made me a bit confused sometimes, and Christian Bale's accent felt a bit off during the beginning, but I got used to it after a while. But yeah, otherwise, no flaws whatsoever, don't have much to say, just watch it.",5.0,0.098,0.84,0.062,-0.1655
109,★★★★½,the two things I remember most about seeing this film in the theater are the sound of hugh jackman's leg breaking and having my father lean over to me and in no kind of whisper say WHAT JUST HAPPENED about 43 times.,4.5,0.052,0.948,0.0,-0.296
110,★★★★,"After I watched this I had a dream about it, does anyone know where that falls on the 70mm / IMAX / small screen debate? Wouldnt want to upset Christopher",4.0,0.045,0.803,0.153,0.4519
111,★★★★★,I'm watching the film closely enough to notice that an obsession is a young man's game.,5.0,0.146,0.854,0.0,-0.34
112,★★★,nolan still can't write women huh,3.0,0.0,1.0,0.0,0.0
113,★★★★½,Abracadabra,4.5,0.0,1.0,0.0,0.0
114,★★★,christopher nolan vs using the same actors in every movie he makes,3.0,0.0,1.0,0.0,0.0
115,★★★★½,prime video watchlist,4.5,0.0,1.0,0.0,0.0
116,★★★★½,"also if anyone wants to know how bad i am at recognising actors, i spent the first thirty minutes of this thinking that christian bale was tom cruise :)",4.5,0.111,0.794,0.095,-0.128
117,★★★★★,Still a total mindfuck.,5.0,0.0,1.0,0.0,0.0
118,★★★★★,This is probably my favourite David Bowie movie next to Labyrinth.he is great as Tulsa.,5.0,0.0,0.773,0.227,0.6249
119,★★★★,"last film of the decade! still have an hour and a half left till 2020 here but happy new year everyone, i hope this new decade brings you all joy and happiness <333",4.0,0.0,0.583,0.417,0.9694
120,★★★★½,I'm without speech.... Magnificent film.,4.5,0.44,0.56,0.0,-0.4847
121,★★★★★,Are you watching closely?,5.0,0.0,1.0,0.0,0.0
122,★★★★★,"""I lied. He said it was agony.""",5.0,0.302,0.698,0.0,-0.3818
123,★★★½,"obsession.Nolan decorates the film with great sets with attention to utmost detail whilst both the leads deliver superb performances nicely playing of each other.The final twist is polarizing to be honest,nonetheless a great experience;just below the Illusionist for me!",3.5,0.0,0.656,0.344,0.9538
124,★★★★★,"""Inception"" ist wahrscheinlich der beste Nolan Film, aber ""The Prestige"" ist Nolans bester Film.",5.0,0.0,1.0,0.0,0.0
125,★★½,thank you for watching,2.5,0.0,0.545,0.455,0.3612
126,★★★★★,A true masterpiece on every level.,5.0,0.0,0.303,0.697,0.7845
127,★★★,fellas is it gay to [whatever the fuck just happened]?,3.0,0.28,0.72,0.0,-0.5423
128,★★★★★,That ending is breathtakingly sensational. It seems like every film I have seen by Nolan so far is extremely good (Minus Tenet) and this is the next one that can be added to the extremely good list. Christian Bale is also my favourite actor at the moment!,5.0,0.0,0.824,0.176,0.8473
129,★★★★★,"Dare I say masterpiece??? Everything works so well in The Prestige, there isn't a single plot hole, Nolan gives the hint throughout the whole movie but we weren't watching closely the first time! The cast is absolutely incredible, Bowie is a perfectly casted for the role of Tesla. Underrated and better than Inception!",5.0,0.0,0.752,0.248,0.945
130,★★★★★,"I love rewatching this and getting better at spotting who is who (if you know, you know). This film exemplifies toxic masculinity and the pointlessness of ""winning"" as revenge. Moreover, these prideful men guaranteed the innate suffering of all the supporting characters who cross their paths, from lovers to coworkers, all loyal constituents thrown under the bus (or carriage?) for a useless vendetta.",5.0,0.118,0.673,0.209,0.802
131,★★★★,i.imgur.com/9ndFitE.gif,4.0,0.0,1.0,0.0,0.0
132,★★★★★,this movie is the best movie to ever exist no other movie compares,5.0,0.126,0.632,0.241,0.4588
133,★★★★★,thinking about the annotated spider diagram with pictures I had to draw on my iPad for my classmates who were too intellectually challenged to understand this film when we had to write an essay on it in english class,5.0,0.035,0.905,0.06,0.25
134,★★★★,christian bale & hugh jackman's characters really hated each other - they're the type to send petty subtweets and give 1 star reviews on trip advisor for each other's performances,4.0,0.201,0.799,0.0,-0.7425
135,★★★,in funny moustaches quota.,3.0,0.0,0.508,0.492,0.4404
136,★★★★★,there are so many plot twists in this movie that every viewing you watch of it after the first just gets better and better bc you get to watch it all unfold so perfectly in front of you.,5.0,0.0,0.758,0.242,0.9035
137,★★★★½,if he's a magician in this film.,4.5,0.0,1.0,0.0,0.0
138,★★★★★,"This movie still blows me away. It's so well crafted, and the ending still hits hard.",5.0,0.077,0.772,0.151,0.3272
139,★★★★,heehee ! naolen made a good movie !!,4.0,0.0,0.57,0.43,0.5826
140,★★★★★,This is the only good steampunk movie.,5.0,0.0,0.674,0.326,0.4404
141,★★★★★,Are you watching closely,5.0,0.0,1.0,0.0,0.0
142,★★★★½,banget bagus banget memang sempat membingungkan tapi saat perjalanan menjadi menarik mengikutu perjalanan dua pesulap yg terobsesi satu sama lain sehingga merugikan orang lain dan diri mereka sendiri dan film ini membuktikan bahwa Nolan emang salah satu favoritku,4.5,0.0,1.0,0.0,0.0
143,★★★★½,How much longer are we gonna let Nolan get away with killing love interests for character development? I feel like we need to set some limits.,4.5,0.129,0.616,0.255,0.5106
144,★★★★½,9/10,4.5,0.0,1.0,0.0,0.0
145,★★★★½,These nerds love magic so much,4.5,0.0,0.543,0.457,0.6369
146,★★★★★,The Prestige is a masterful exercise in storytelling with superb direction and powerful performances by a grand ensemble cast.,5.0,0.0,0.586,0.414,0.872
147,★★★★★,holy fucking shit,5.0,0.661,0.339,0.0,-0.5984
148,★★★★★,how is this movie about rival magicians literally one of the most intense things i've ever seen,5.0,0.0,0.909,0.091,0.1513
149,★★★★★,and if u have no clue what im on about and havent seen one of the best snl skits then u might as well erase all memory of me from ur life because we wont get along,5.0,0.054,0.79,0.156,0.6249
150,★★★★½,"You really need to be watching closely to uncover every of this movies' secrets. Otherwise, you would have to watch this a second time, which is not a bad thing at all.",4.5,0.0,0.911,0.089,0.431
151,★★★★½,"Batman vs wolverine. Two magicians try to decode each others magic tricks when one of them develops the ultimate trick and the other tries endlessly to discover the secret. This movie has brilliant cast and acting, the writing is clever and the directing is fantastic.",4.5,0.051,0.753,0.196,0.8658
152,★★★,"how am i supposed to take these guys seriously when they're magicians who sound like ""it's chewsday luv, innit?""",3.0,0.084,0.792,0.124,0.2023
153,★★★★½,"christopher nolan, ur mind it amazes me sometimes",4.5,0.0,0.686,0.314,0.4939
154,★★★★★,dead wives! The Nolan-est Nolan movie ever!,5.0,0.449,0.551,0.0,-0.7081
155,★★★★★,how can i marry this movie? seriously,5.0,0.254,0.746,0.0,-0.1779
156,★★★★★,11/10,5.0,0.0,1.0,0.0,0.0
157,★★★★★,My mind is still melting... What an absolutely magical piece of filmmaking (pun not intended).,5.0,0.0,1.0,0.0,0.0
158,★★★★★,youtu.be/hlOXR9EjQjQ,5.0,0.0,1.0,0.0,0.0
159,★★★½,Christopher Nolan Ranked,3.5,0.0,1.0,0.0,0.0
160,★★★★,"This was the fourth time I saw this genius, genius film. The last 15 minutes might be a little 'too much' for me, but I can understand the need for it. When I saw it for the first time, in a local cinema, and I saw David Bowie walking in (in the film, mind you), I was 'Holy shit that's DAVID BOWIE'. The man was a great supporting actor as far as commercial films go. The lead is for the art-films - that was David Bowie's story: born for the art.",4.0,0.052,0.846,0.102,0.6808
161,★★★,Think this is pretty genius but just wasn't for me.,3.0,0.0,0.811,0.189,0.2732
162,★★★★½,Hands-down the best movie about the magic industry. Don't @ me.,4.5,0.0,0.682,0.318,0.6369
163,★★★★★,me,5.0,0.0,1.0,0.0,0.0
164,★★★★,why do you as a man feel the need to be intrinsically obsessed with your male rival lol...... so you can do what?? follow him to his death to tell him a greater secret than any you've told your wife??,4.0,0.149,0.794,0.057,-0.6199
165,★★★★½,"I love the way Nolan builds his films, so brilliant.",4.5,0.0,0.436,0.564,0.8769
166,★★★★★,A+,5.0,0.0,1.0,0.0,0.0
167,★★★★★,PRANK WARS GONE WRONG ***not clickbait ***,5.0,0.62,0.38,0.0,-0.8468
168,★★★★★,WOW just WOW. hopefully they might make a sequel to the prestige like Nolan is doing with tenet but with different actors and characters. I can't believe David Bowie is in this as well and a very young Scarlett Johansson,5.0,0.0,0.731,0.269,0.8684
169,★★★★★,One of the greatest twist endings I have ever seen.,5.0,0.0,0.656,0.344,0.6369
170,★★★★,so much sexual tension between these magic men,4.0,0.268,0.732,0.0,-0.3744
171,★★★,this is so sad alexa play christian bale getting pegged,3.0,0.272,0.546,0.182,-0.3243
172,★★★,saturday night live cast members can do a british accent better than scarjo like wtf was that,3.0,0.171,0.586,0.243,0.1531
173,★★★★½,Toy a full mirando todas las pelis de nolan y esta es de las mejores!!,4.5,0.0,1.0,0.0,0.0
174,★★★★★,jesus fucking christ,5.0,0.0,1.0,0.0,0.0
175,★★★★★,at this point everyone just expects this to be the only movie i ever watch,5.0,0.0,1.0,0.0,0.0
176,★★★½,reelrundown.com/movies/Ranking-Christopher-Nolans-Film-1-10,3.5,0.0,1.0,0.0,0.0
177,★★★½,"Prestige worldwide! Things get crazy at the Catalina Wine Mixer when these magicians put on their coats and shows, coats and shows!",3.5,0.124,0.876,0.0,-0.4559
178,★★★★★,What an insane final act. Christopher Nolan really knows how to add that one final piece to complete a film.,5.0,0.13,0.87,0.0,-0.4019
179,★★★★½,the best twist of all time! they twisted the twist! and then twisted it again! very twisty! loved the twists!,4.5,0.0,0.653,0.347,0.8897
180,★★★★,you know who said it doctor Manhattan.,4.0,0.0,1.0,0.0,0.0
181,★★★★½,(For now at least),4.5,0.0,1.0,0.0,0.0
182,★★★★★,"Now you're looking for the secret. But you won't find it because of course, you're not really looking. You don't really want to work it out. You want to be fooled.",5.0,0.164,0.836,0.0,-0.5389
183,★★★½,I looked away for ten seconds and now there's three Christian Bales and two Hugh Jackmans and a partridge in a pear tree and why the hell do I actually recognize Andy Serkis when I see him. What is going on?,3.5,0.116,0.884,0.0,-0.6808
184,★★★★,this had me...como se dice...shook.,4.0,0.0,1.0,0.0,0.0
185,★★★★,the ending was worth it,4.0,0.0,0.678,0.322,0.2263
186,★★★½,"Awesome movie, nothing quite like watching two grown men blue-ball each other for over two hours - 7/10.",3.5,0.109,0.7,0.191,0.4163
187,★★½,overrated,2.5,0.0,1.0,0.0,0.0
188,★★★★★,movie = automatic 5 stars,5.0,0.0,1.0,0.0,0.0
189,★★★½,fucking magicians man.,3.5,0.0,1.0,0.0,0.0
190,★★★★★,"(Shoutout to the fantastic performances from both Scarlett, Hugh, and Christian Bale)",5.0,0.0,0.753,0.247,0.5574
191,★★½,Boring and not my thing but hey David Bowie!!,2.5,0.218,0.782,0.0,-0.3036
192,★★★★½,this is such a mind fuck i love it,4.5,0.276,0.394,0.331,0.1779
193,★★★★★,AGSJRJWKWOWRJENDMSLSLSOSOSORHIWJSNFNSLAOWOWOIRWOWPMSNDKSKAOWPEIRUWOWMKSNSKQOQOEURJNFMSKOWOEIEOWJWPEKL,5.0,0.0,1.0,0.0,0.0
194,★★★★,"compelling it completely masks the fact that you're watching Batman, Scrooge, Wolverine, Coyote Ugly, Black Widow, Gollum, and Ziggy Stardust interact with one another. Now, that's one hell of a trick.",4.0,0.246,0.703,0.051,-0.802
195,★★★★½,8.6/10,4.5,0.0,1.0,0.0,0.0
196,★,"I don't know what I'm supposed to be responding to. Everything about how Nolans movies move feels so meticulously sapped of flavor. It's basically as close to absolute zero as cinematic form can get while still maintaining a posture of ""professionalism"" and some Spectre of ""auteurial distinction"". Like, it's maybe not quite as anticinematic as a literal design by committee sort of production, but it's close enough to be downright eerie. At least the actors seem somewhat invested, because the images certainly aren't.",1.0,0.038,0.905,0.057,0.1531
197,★★★★★,"A new favourite of mine. Sensational from Chris Nolan, twist after twist with two incredible characters going head to head. Things you love to see.",5.0,0.0,0.846,0.154,0.6369
198,★★★★★,WHAT THE FUC-DABRA!,5.0,0.0,1.0,0.0,0.0
199,★★★★★,does anyone have christopher nolan's phone number cus he took my wig and i would like it back now,5.0,0.0,0.808,0.192,0.4215
200,★★★★,best ending of any Nolan movie. underrated as heck. *poof* i'm disappeared binch,4.0,0.111,0.643,0.246,0.5106
201,★★★½,"This movie left me somewhat cold the first time I saw it, but over the years, I've come to appreciate the performances, the typically Nolan-esque puzzlebox structure and, most of all, the brilliant marriage of theme, subject matter and setting. It ends up making some interesting and ingeniously-presented points about film, performance and the impact of scientific progress on our collective imagination.",3.5,0.0,0.766,0.234,0.9528
202,★★★★½,I haven't seen this since 2006 and I'm really glad I rewatched this. Easily one of Nolan's best.,4.5,0.0,0.568,0.432,0.8718
203,★★★★½,Draco Malfoy did it first with the vanishing cabinet just saying,4.5,0.0,1.0,0.0,0.0
204,★★★★★,HOLY SHIT ??? IM SPEECHLESS,5.0,0.549,0.451,0.0,-0.7071
205,★★★★½,"is one of the best of that very particular type of movie. Nolan crafts a wondorous, yet realistic world, and extremely gripping characters, played excellently by the likes of Bale, Jackman, Hall, Cane, etc. The complex plot, and multiple twists, will require repeated viewings, and I definitely haven't got the full extent of it quite yet, so I'm not giving this my highest grade, but it was really damn great. 9/10",4.5,0.068,0.731,0.201,0.8796
206,★★★★½,Easily one of my favorite Nolan films. Late as hell to the party but kinda loved this one.,4.5,0.107,0.495,0.398,0.7691
207,★★★★½,that twisted ending still bends my mind.,4.5,0.0,1.0,0.0,0.0
208,★★★★,boy what the hell boy,4.0,0.535,0.465,0.0,-0.6808
209,★★★★½,"""100 movies bucket list"" poster",4.5,0.0,1.0,0.0,0.0
210,★★★★★,).,5.0,0.0,1.0,0.0,0.0
211,★★★★,"damn, those guys had a lot of grudge huh?",4.0,0.278,0.722,0.0,-0.4019
212,★★★★,"Bim salabim jadi apa prok prok prok...""",4.0,0.0,1.0,0.0,0.0
213,★★★★★,if i could marry a film i would marry this film,5.0,0.0,1.0,0.0,0.0
214,★★★½,fellas is it gay to ruin your own life whilst trying to ruin the life of your lifelong nemesis,3.5,0.309,0.691,0.0,-0.8225
215,★★★★★,"There are parts of this film that reach such masterful levels of cinematic gold that few other films can dream about, let alone come near. Chrissy Nolan is in maximum beast mode here.",5.0,0.057,0.855,0.088,0.0258
216,★★★★★,Edit (15/11/2020): I hate my old reviews so much.,5.0,0.346,0.654,0.0,-0.5719
