,Rating,Comments,overall,negative,neutral,positive,compound
58,★★★★,"If Christopher Nolan hadn't become CHRISTOPHER NOLAN, it'd be interesting to see how Following would be remembered. Right now, it's seen as the debut feature from a titan of blockbuster filmmaking, but on its own merits, its a brisk neo-noir that demonstrates the techniques and ideas that Nolan returns to time and again in this filmmaking (there's even a criminal/storyteller hybrid character named Cobb!). No one would says Following is Nolan's best feature, but I'd certainly say it's one of the better feature debuts of the last 50 years.",4,0.027,0.753,0.22,0.9638
59,★★★★,Everyone has a box.,4,0.0,1.0,0.0,0.0
60,★★★★½,anyone who gives this less than four stars... who hurt you?,4,0.254,0.746,0.0,-0.5267
61,★★★½,"There isn't anything particularly groundbreaking or amazing about ""Following"", yet that's kind of primarily why it really works. Largely a self-contained, and personal thriller showcasing Nolan's strength in building suspense and storytelling. Certainly at about the bottom of his filmography, working with bigger budgets obviously gives a filmmaker like him a lot more room to work, but nevertheless it's a pretty thoroughly compelling noir.",3,0.0,0.764,0.236,0.9242
62,★★★★,"(25/03/16: just minorly edited this review from last year, which seems to have pushed it back into the activity feed!)",4,0.0,1.0,0.0,0.0
63,★★★½,in great quality :),3,0.0,0.22,0.78,0.7964
64,★★★,soon.,3,0.0,1.0,0.0,0.0
65,★★★,"It's intriguing and well-made, but that's about it. Like aunt theresa's lasagna",3,0.0,0.772,0.228,0.5023
66,★★★,"Christopher Nolan's directorial debut. It's short with a runtime of about an 1hr10m, but with a budget of a mere $6,000 it's actually well made and quite interesting.",3,0.0,0.776,0.224,0.7677
67,★★★½,even more as a filmmaker.,3,0.0,1.0,0.0,0.0
68,★★★★,Based,4,0.0,1.0,0.0,0.0
69,★★½,People always say Nolan doesn't have a signature style but arguably the most interesting thing about watching his low budget debut feature in 2020 is seeing how much it already felt like a Christopher Nolan movie. It has all the quirks and tropes you've seen in bigger Nolan movies but now his friends act in it and it's shot in grainy 16mm black and white film. It's not a bad movie at all but I think it's only interesting in retrospect.,2,0.055,0.742,0.203,0.9433
70,★★★½,"You Pick, I Watch.",3,0.0,1.0,0.0,0.0
71,★★★,podcast,3,0.0,1.0,0.0,0.0
72,★★★★,"4.25 stars, last of Christopher Nolan's films I had yet to seen. Gosh he's good.",4,0.0,0.818,0.182,0.4404
73,★★★★,Nolan make a bad movie challenge,4,0.449,0.385,0.167,-0.4939
74,★★★,begins...,3,0.0,1.0,0.0,0.0
75,★★★½,7.4/10 (B).,3,0.0,1.0,0.0,0.0
76,★★★,"Also, very solid David Julyan score!",3,0.0,0.696,0.304,0.2926
77,★★★½,nolan characters named Cobb >>>,3,0.0,1.0,0.0,0.0
78,★★★★½,"Some of you guys out here are extremely critical of this film. Knowing that this is Nolan's first movie out of film school, it is extremely impressive and engaging. You can see Nolan really trying to find his writing style and breaking into these ideas of manipulating time to tell a story. It might not be explosive or enchanting like every single one of his films after this but it was made on a shoestring budget with a limited crew. From my experiences in film school, I would be genuinely shocked if someone could come right out of the gate making something this impressive.",4,0.079,0.824,0.096,0.4444
79,★★★,"Christopher Nolan's first (and worst) theatrical film???? Well, you got start from somewhere.",3,0.0,0.797,0.203,0.4696
80,★★★★,"the film does have its flaws, but the story itself, the structure and the cinematography make up for most of the issues (in my opinion).",4,0.0,1.0,0.0,0.0
81,★★★★,"Undoubtedly, this movie in one of the highest quality low-budget movies you'll ever see.",4,0.0,1.0,0.0,0.0
82,★★★★,"An impressive debut for sure, gonna give it a rewatch soon. Really really really really REALLY rough around the edges, like really rough around the edges. But I really liked it.",4,0.0,0.691,0.309,0.8805
83,★★★½,2020 First Watches Ranked,3,0.0,1.0,0.0,0.0
84,★★★½,"""You take it away... to show them what they had.""",3,0.0,1.0,0.0,0.0
85,★★★½,just mull over those numbers,3,0.0,1.0,0.0,0.0
86,★★★,"Like most Nolan films, my mind is all like ""Whhhaaaa?"" Unsurprisingly his debut is no exception.",3,0.109,0.644,0.248,0.4215
87,★★★★,but packed into 70 minutes of semi vignettes of breaking an entering. I can completely appreciate a streamlined and concise film that stands out as a terrific calling card for a new auteur voice.,4,0.0,0.775,0.225,0.8458
88,★★★★,"With the impending release of the Dark Knight Rises I thought I would revisit Christopher Nolan's back catalog. I had never seen this film before and was very impressed by it. Shot with virtually no budget and at friend/family's locations, the smart script and impressive direction stand out. An ingenious plot with twists and turns showcase what we came to expect from Nolan in the years ahead.",4,0.031,0.838,0.131,0.8016
89,★★★★½,"Also, ironically, the name of the thief in this film is COBB, the name of the lead in Inception. Maybe this is a prequel to Inception; Cobb in his pre-dream stealing days?",4,0.197,0.803,0.0,-0.7964
90,★★★,also notice the batman sticker on his front door...subtle & inconceivable nod to Nolan's future projects hmmmmmm,3,0.0,1.0,0.0,0.0
91,★★★½,.),3,0.0,1.0,0.0,0.0
92,★★★★,8.4/10,4,0.0,1.0,0.0,0.0
93,★★★★,"Christopher Nolan's noirish thriller is an uncommonly polished and assured feature debut, highly clever textually and supremely accomplished technically. This ultra low-budget exercise marks the emergence of a significant directorial talent.",4,0.0,0.556,0.444,0.9468
94,★★★,pretty good for a debut,3,0.0,0.247,0.753,0.7269
95,★★★★,"With Following, Nolan shows the world his brand of neo-noir for the first time, in quite an impressive fashion and gives us a glimpse of what he is capable of.",4,0.0,0.814,0.186,0.7334
96,★★★,is mind blowing.,3,0.0,1.0,0.0,0.0
97,★★★★,"-like score). Solid debut, all in all.",4,0.0,0.549,0.451,0.4767
98,★★★★,"Wow, what a debut from Nolan. He defined his style right from the start. I love his non-linear movies (literally every single one) and Memento is a great follow up to this movie. It is cool that one door had Batman sign on like Nolan knew he will do Batman films.",4,0.0,0.718,0.282,0.9509
99,★★½,I really enjoyed the opening fifteen minutes or so and then I gradually stopped FOLLOWING what was going on. Thank god Nolan learnt how to do non linearity properly,2,0.057,0.695,0.248,0.7425
100,★★★,An interesting debut by Nolan and a great little case of neonoir. Glad that he never gave up messing with timelines.,3,0.0,0.634,0.366,0.8689
101,★★★½,this was so cool and the ending twist was so good!!! nolan is such an intelligent filmmaker,3,0.0,0.569,0.431,0.8912
102,★★★½,"well, christopher nolan sure has improved over the past 19 years...not that this was bad, but i didn't love it like i love nolan's other movies. this still had me shook though",3,0.364,0.513,0.122,-0.9075
103,★★★½,fatpie42.livejournal.com/266588.html,3,0.0,1.0,0.0,0.0
104,★½,"Nolan is as far up his own ass in this as he is in Tenet, but at least characters swear profusely. The script thinks it's way cleverer than it really is, and the filmmaking is extremely inelegant (also like Tenet), but at least Following has the excuse of being a debut. Rough stuff and highly annoying, I'd take Memento over this any day of the week, as I'm sure most people would. Not awful, not good at all, I'm totally indifferent towards this.",1,0.102,0.72,0.178,0.8247
105,★★★,A much more skewed following-to-burglary ratio than I expected,3,0.0,1.0,0.0,0.0
106,★★★½,"For such a small budget and for the first try in terms of an actual feature it's kinda impressive what this guy achieved with this. Actually This story reminds me of Hitchcock's Rope, in a good way.",3,0.0,0.848,0.152,0.7102
107,★★½,Still better then Tenet,2,0.0,0.508,0.492,0.4404
108,★★★½,Probably the single best panty fetish movie ever made - 7/10.,3,0.0,0.682,0.318,0.6369
109,★★★,oh my god pack it up nolan,3,0.0,0.741,0.259,0.2732
110,★★★½,"Nolan is an amazing director, and I get why a lot of people don't like his movies, but I personally love them and I'm so excited to see what he does now after Tenet",3,0.038,0.66,0.302,0.9156
111,★★★,3/5,3,0.0,1.0,0.0,0.0
112,★★★★,Big Hitchcock vibes but it was seriously lacking in sound and score during important scenes.,4,0.119,0.754,0.128,0.0387
113,★★★,"Completed Nolan's filmography with his impressive directorial debut. You can already see some of his trademarks coming through. The 'action scenes' were clumsy, but what would you expect with a budget of $6000.",3,0.0,0.935,0.065,0.2846
114,★★★,para ser una de Nolan,3,0.0,1.0,0.0,0.0
115,★★★★,"Christopher Nolan's first movie: an overture, to not only Memento, but to the wickedly brilliant mind of Christopher Nolan.",4,0.157,0.645,0.197,0.2617
116,★★★★½,"As an aspiring filmmaker, it's so cool to see a film that proves an intriguing story makes a film, not visuals and camera quality. I definitely need to rewatch this.",4,0.0,0.815,0.185,0.6899
117,★★★,Very boring up until the last 5 minutes. Is that enough to justify watching it? Probably not.,3,0.147,0.853,0.0,-0.3804
118,★★★½,"Outstanding work for Christopher Nolan's first feature film. Made on a budget of $6000 and filmed on weekends, this shows the beginning of a very talented and confident filmmaker. Following plants the seeds for Nolan's trademark non-linear storytelling.",3,0.0,0.749,0.251,0.9013
119,★★★★,"It's a good working film because it's so independent of producers and studio bosses. It's well working because Nolan can do what he want with his low budget. This is the most ambitious Nolan film with the exception of Dunkirk. Many will disagree, but you can feel he has a passion with what he's doing, instead of just directing like the producers want him to. Sure it has it's flaws, but it's a great handwork and just as thought-provoking as Inception, if not more.",4,0.034,0.718,0.248,0.9628
120,★★★½,"The performances are strong and it actually has an interesting plot, save for the middle act which was a huge dip in quality.",3,0.0,0.61,0.39,0.8885
121,★★★½,"An excellent display of the beginning of Christopher Nolan's trademark film style and technical skills, along with the troubled and complex characters that he is known for creating. [B-]",3,0.086,0.745,0.169,0.4404
122,★★★½,"is an interesting exploration into minimalist noir filmmaking. The cinematography and lighting are exquisite, both giving the film a claustrophobic atmosphere and a grim tone. Nolan shows both his talent and interest in non-linear storytelling, and for the most part it works. The only thing working against this film is its very short runtime, and an abrupt (though excellent) ending.",3,0.054,0.759,0.187,0.7964
123,★★★½,"A wonderful piece of neo-noir. Nolan shows some skill in his debut. The story is simple: random happenstance that causes the main character's life to spiral out of control. The fractured screenplay that he used so brilliantly in Memento was put to good use here and probably served as a playing ground for that film; works quite brilliantly with the climax. The acting is adequate and plays into the feel of the film well. The music accentuates the film; quite subtle, but the main theme adds some nice intensity. Nolan shows attention to detail with his photography.",3,0.0,0.811,0.189,0.9434
124,★★½,community theater nolan. oddly charming! kind of boring!,2,0.181,0.473,0.346,0.4738
125,★★★½,Erstmal einen Nolan ballern.,3,0.0,1.0,0.0,0.0
126,★★★,I really prefer the old copy of Christopher Nolan than the new one,3,0.0,1.0,0.0,0.0
127,★★★½,7/10,3,0.0,1.0,0.0,0.0
128,★★½,poster and batman logo :),2,0.0,0.571,0.429,0.4588
129,★★★½,Accomplishes a lot with very little.,3,0.0,0.597,0.403,0.4019
130,★★★½,Leave a comment and let me know what you-,3,0.146,0.854,0.0,-0.0516
131,★★★★,I'am seriously impressed. Wasn't expecting anything but Nolan really surprised me. Nice debut bruh,4,0.067,0.493,0.44,0.8218
132,★★★½,GOOD,3,0.0,0.0,1.0,0.4404
133,★★★½,And thus began the legendary career of one of the best filmmakers of the 21st Century,3,0.0,0.781,0.219,0.6369
134,★★★½,"this movie cost 6,000$ to make, wow.",3,0.0,0.612,0.388,0.5859
135,★★★★,"Woah. I had low expectations going into this and turns out I'm a silly bitch for being so presumptuous. Despite its low budget, you can still definitely tell it's Nolan at the helm. His signature razor sharp editing and snappy dialogue work so well for this film. I just wish the timeline jumps were a little easier to follow, so that we wouldnt need the cliche exposition dump in the third act. Other than that though, a phenomenal treat to watch!",4,0.116,0.723,0.161,0.4837
136,★★★★,82%,4,0.0,1.0,0.0,0.0
137,★★½,"In which Chris Nolan realizes if you confuse people, they will just say your movie is smart.",2,0.097,0.765,0.138,0.2023
138,★★★★,Marvellous debut of legend nolan,4,0.0,1.0,0.0,0.0
139,★★,"Sure, I get it's an early work from Nolan. I get it. But, like, the two male protagonists have names and the only woman prominently featured in the film is named The Blonde??? And she's only there as an object of desire?? Yikes! Neo-noir blah blah stylistic choice blah blah wahhhhhhhh boys are dumb and film boys are dumber.",2,0.186,0.704,0.11,-0.4857
140,★★★½,Looks like a student film yet is still better than 75% of the stuff that comes out today. Nolan truly is a God.,3,0.0,0.62,0.38,0.8555
141,★★½,Feels like someone trying to do Hitchcock on their first at bat.,2,0.0,0.815,0.185,0.3612
142,★★★★,"Another Christopher Nolan movie that demands a rewatch- and I'm grateful for that. Not because it was confusing, but because when the end came around he called back details or moments from before that I recalled and I know there were more that I missed. The interesting story unfolds as the main character unfolds it themself. This is wholly an original and unique piece of work done by Nolan that nobody can ever re-create. And I totally see the noir effects he reuses in most of his later films.",4,0.051,0.857,0.092,0.5903
143,★★★½,"Following is a minute long. Blink, and you'll miss it.",3,0.167,0.833,0.0,-0.1531
144,★★★★,"The film noir feeling really get's me in this one, and the story is really interesting. As for the budget it is interesting to look through the movie and see how they have tried to do every single thing so it would be cheaper. But this is a good example that with a great team and an idea and talent you can really make something special without that much money in your pocket.",4,0.0,0.76,0.24,0.9598
145,★★★★,"Also, 360 films this year WHOOOOOO 6 more to go",4,0.0,1.0,0.0,0.0
146,★★★★,"Christopher Nolan is one of my favorite movie directors. His debut movie, ""The Following"" is a really interesting small budget mystery thriller. The twists were really good, the acting was good, and the story was really captivating. I realize it was shot in black-and-white because of budget limitations, but it made the main two characters look very similar, which paid off in the end.",4,0.0,0.859,0.141,0.7498
147,★★★,6/10 meh,3,0.565,0.435,0.0,-0.0772
148,★★★½,imagine if nolan had directed fight club instead of fincher and also if he had written the screenplay UGH im shaking literally tyler and the narrator meet on a beach that would be so powerful. except nolan has such bad taste in men he'd cast a bunch of uggos,3,0.199,0.737,0.063,-0.7728
149,★★★,"Nolan doesn't seem to understand the definition of the word ""bald"", though, or just didn't have any bald friends.",3,0.0,0.853,0.147,0.4767
150,★★★½,"Criticize all you want, but achieving this level of intensity with his first film is pretty impressive. NOLON MIND-BLOWN.",3,0.067,0.562,0.371,0.8442
151,★★★★,Oh wait what-,4,0.0,1.0,0.0,0.0
152,★★★½,"What a slick and cunning thief, or should I say murderer?",3,0.533,0.467,0.0,-0.8402
153,★★★½,This is a super solid debut film. Leaves a lot to think about but also creates a fantastic atmosphere that is easy to love even with the uncertainty surrounding what takes place in the film. Perhaps most impressive is how much Nolan is able to pull off with so little.,3,0.046,0.574,0.38,0.9743
154,★★★★½,"Nolan likes to play around with time and timelines, and this early example of that just feels so special in my opinion.",4,0.0,0.686,0.314,0.8267
155,★★★½,a nolan film with no michael caine... something's not right here,3,0.196,0.804,0.0,-0.296
156,★★★½,the characters are decent but not fleshed out. definitely had potential.,3,0.224,0.776,0.0,-0.438
157,★★★★,"Back when Warner Bros. wasn't giving Nolan $200,000,000 to blow up planes.",4,0.156,0.844,0.0,-0.2584
158,★★★★,"The moderately popular evidence of Nolan before Nolan. A film reminiscent of Hitchcock, Following appears to be the finest a film student makes to finally graduate as a filmmaker. The film is full of clues, and easter eggs for the entire Nolangraphy to come in the future. The make-believe reality, and trustworthy protagonists, end up denying their existence, leaving you with doubt. Following exhibits brilliance in the way it is written and cautions you against conscious voyeurism in an increasingly individualistic world.",4,0.055,0.83,0.115,0.7506
159,★★,i love a good microbudget but did anyone tell chris nolan that character personalities are free,2,0.0,0.55,0.45,0.8402
160,★★★★,"a little weird not seeing nolan working with warner bros., and not making a big budget film, but nonetheless this was a great way to showcase his talent for storytelling.",4,0.035,0.695,0.271,0.8792
161,★★★,"My favorite thing about watching this movie with someone else was simultaneously saying ""oohhh"" when something was explained.",3,0.0,0.85,0.15,0.4588
162,★★★,"Mostly just wanted to see Nolan's debut before taking a deep dive into his more recent stuff that I've missed. Pretty great for what it was, great precursor to Memento, but worse in every way.",3,0.137,0.691,0.172,0.1154
163,★★½,"Feels like the plot was disjointed for no other reason than that Nolan saw other filmmakers did it so he should too. It's an admirable effort for a first film, but the whole thing just seems to fall short of being a great film.",2,0.065,0.741,0.194,0.8151
164,★★★½,", which is not only one of Nolan's best and brightest, but also one of the most iconic, important, and impressive films ever made.",3,0.0,0.61,0.39,0.9036
165,★★★★,"Arguably, one of Nolan's best films. I wish (personally) he would've stayed doing small movies like this and ""Memento""",4,0.079,0.551,0.37,0.8126
166,★★★★,Such an audacious attempt in his debut film.,4,0.0,0.787,0.213,0.2263
167,★★★½,better version,3,0.0,0.256,0.744,0.4404
168,★★★½,but hey i've seen every single Christopher Nolan movie now! I don't love his movies but he's certainly one of the most unique filmmakers working today.,3,0.157,0.743,0.1,-0.4106
169,★★★½,Christopher Nolan ranked,3,0.0,1.0,0.0,0.0
170,★★★½,What I love so much about Nolan is that he constantly pushes the idea of storytelling through film to it's limits. He doesn't settle for the simple way to tell a story. And his directorial debut is no exception,3,0.053,0.845,0.101,0.4588
171,★★★★,"every time the camera cuts to him, so I quite enjoyed this, especially as a (pretty die hard) Nolan fan.",4,0.24,0.528,0.233,-0.0496
172,★★★,(3.25/5),3,0.0,1.0,0.0,0.0
173,★★★★,Almost every Nolan movie has that one part that makes you go OHHHHHHHH,4,0.0,1.0,0.0,0.0
174,★★★,"This has Nolan using non-linear storytelling for no clear reason (unlike the times he uses it on his future movies), and as such becomes unnecessarly confusing and convoluted, and the characters aren't anything special, but there's some clever dialogue and interesting ideas here, along with surprisingly great moments of cinematography for such a tight budget.",3,0.068,0.672,0.26,0.9444
175,★★★,"I liked it. Always nice to see where a director came from, especially when I will soon be seeing his latest film at a drive-in where my speakers will explode...",3,0.0,0.811,0.189,0.6808
176,★★★½,Christoph Nolan Ranked,3,0.0,1.0,0.0,0.0
177,★★★,"By far Nolan's weakest, roughest, and least essential film, but it's not a terrible debut feature. Could have been better, but it's understandable, considering that this was shot with basically no budget. The best part about this film is that it showed the potential and promise of Nolan, which he showed in his later films",3,0.072,0.697,0.231,0.9183
178,★★★,", despite the rough no-budget atheistic, the final result is an incredibly interesting look at the beginning of a directors career and a very worthwhile watch.",3,0.0,0.787,0.213,0.6894
179,★★★★,"A progenitor for what was to come with Christopher Nolan. All the tropes, styling, moods and design choices are here, from the narrative structure to all of the male characters wearing suits. Only thing I think weighing this down is the film's look: It screams ""Student's First Film"" presentation wise but thankfully, the script is anything but. Now I just need to see Insomnia and I'll be done.",4,0.023,0.894,0.083,0.631
180,★★★,Batman Easter Egg.,3,0.0,1.0,0.0,0.0
181,★★★★,Watched on Criterion Channel,4,0.0,1.0,0.0,0.0
182,★★★★,"[Commentary Track] It's about as dry and soft spoken as you'd expect from Nolan (give me the dry humor of David Fincher any day), but I'd say it's a pretty valuable track for people looking to make a no-budget film because a lot of what he says is about crafting your script and aesthetic to your budget rather than scrambling to figure out how you're going to get the shots and tone you need given the lack of funds.",4,0.035,0.848,0.118,0.7935
183,★★★,. nothing profound,3,0.0,1.0,0.0,0.0
184,★★★½,"Times I audibly said ""oh shit"": 1",3,0.0,1.0,0.0,0.0
185,★★★½,Gotta love that there's a Batman logo prominently displayed on the main character's front door.,3,0.0,0.756,0.244,0.6369
186,★★★★,Christopher Nolan Films Ranked,4,0.0,1.0,0.0,0.0
187,★★★½,"It's so incredible to see where a director's career starts from. You can tell with from the story, the editing, and even the way it's shot that it is a Nolan film. All of the elements explore the roots of Christopher Nolan's filmmaking style. It's almost a depiction of how he makes a film in general. Each element that is in this is used in his later work but is only expanded on until he masters it.",3,0.0,1.0,0.0,0.0
188,★★★★,"I love how Nolan's tiny little debut film still has all the signature elements that he's become known for. Non-linear storytelling, 3rd act twists, punchy dialogue. Surprisingly still holds up well to this day",4,0.0,0.779,0.221,0.8176
189,★★★½,"It is pretty much Memento-Test, and as simple as it is, the film still gives us a good and intriguing story. Decent start on Nolan's directorial career.",3,0.0,0.797,0.203,0.7269
190,★★★½,Very very very well done Chris!,3,0.0,0.608,0.392,0.4985
191,★★★,"Following salah satu film yang sederhana dari Christopher Nolan namun memberikan cerita yang tidak akan terlupakan, dan ending yang sama sekali tidak terbayang dari awal.",3,0.0,1.0,0.0,0.0
192,★★★,"The first Christopher Nolan film is also the only Christopher Nolan film I've seen where I sort of believed that some of the characters might, in fact, fuck.",3,0.119,0.881,0.0,-0.5423
193,★★★★★,Underrated feature film debut that you have to see.,5,0.0,1.0,0.0,0.0
194,★★,Yo have you guys heard how frugal and cost-efficient this bad movie was?,2,0.256,0.744,0.0,-0.628
195,★★★★,if you wanna watch it and it's only 70 minutes long. I greatly enjoyed this film and it definitely shows the genius of Nolan from a young age which will grow much greater later in his filmography.,4,0.0,0.784,0.216,0.8313
196,★★★★,"this is underrated. the plot is good, the actors are good and christopher nolan is still my fave director",4,0.0,0.648,0.352,0.8271
197,★★,the plot sounded intriguing enough but I was completely confused for the entire runtime,2,0.22,0.78,0.0,-0.5251
